,s1,s2,s3,s4,s5,total,obtained,percentage,grade
591,93,84,96,95,89,500,457,91.4,A+
592,83,93,96,91,81,500,444,88.8,A+
593,80,88,94,87,91,500,440,88.0,A+
594,80,88,90,84,84,500,426,85.2,A+
595,90,97,93,90,81,500,451,90.2,A+
596,89,97,97,91,97,500,471,94.19999999999999,A+
597,89,93,85,81,93,500,441,88.2,A+
598,97,90,83,80,96,500,446,89.2,A+
599,80,85,98,80,86,500,429,85.8,A+
600,96,83,93,92,83,500,447,89.4,A+
601,87,88,83,82,99,500,439,87.8,A+
602,93,97,88,85,96,500,459,91.8,A+
603,84,90,91,87,99,500,451,90.2,A+
604,80,86,91,88,87,500,432,86.4,A+
605,80,97,86,92,93,500,448,89.60000000000001,A+
606,83,80,80,84,95,500,422,84.39999999999999,A+
607,88,99,85,87,81,500,440,88.0,A+
608,88,95,97,92,91,500,463,92.60000000000001,A+
609,87,89,95,80,88,500,439,87.8,A+
610,98,85,98,81,98,500,460,92.0,A+
611,96,80,90,81,86,500,433,86.6,A+
612,92,98,95,96,93,500,474,94.8,A+
613,90,82,90,97,98,500,457,91.4,A+
614,96,96,86,85,80,500,443,88.6,A+
615,85,86,94,96,96,500,457,91.4,A+
616,82,98,94,94,95,500,463,92.60000000000001,A+
617,93,92,82,84,87,500,438,87.6,A+
618,89,87,84,85,90,500,435,87.0,A+
619,86,83,91,84,83,500,427,85.39999999999999,A+
620,82,81,86,92,93,500,434,86.8,A+
621,92,82,86,87,92,500,439,87.8,A+
622,98,88,80,85,97,500,448,89.60000000000001,A+
623,97,85,82,85,80,500,429,85.8,A+
624,99,80,92,87,80,500,438,87.6,A+
625,91,88,93,84,89,500,445,89.0,A+
626,80,94,82,98,86,500,440,88.0,A+
627,97,80,85,95,81,500,438,87.6,A+
628,93,86,94,95,87,500,455,91.0,A+
629,85,97,98,83,97,500,460,92.0,A+
630,88,86,95,81,95,500,445,89.0,A+
631,84,99,98,96,82,500,459,91.8,A+
632,97,91,94,93,85,500,460,92.0,A+
633,99,97,98,87,90,500,471,94.19999999999999,A+
634,93,94,94,93,82,500,456,91.2,A+
635,87,97,93,92,88,500,457,91.4,A+
636,98,99,87,92,99,500,475,95.0,A+
637,91,94,95,86,91,500,457,91.4,A+
638,92,99,98,95,85,500,469,93.8,A+
639,99,91,81,94,86,500,451,90.2,A+
640,83,89,95,90,93,500,450,90.0,A+
641,83,80,82,93,84,500,422,84.39999999999999,A+
642,92,95,94,87,96,500,464,92.80000000000001,A+
643,92,81,85,99,96,500,453,90.60000000000001,A+
644,90,85,85,81,89,500,430,86.0,A+
645,91,98,92,84,89,500,454,90.8,A+
646,82,83,93,93,94,500,445,89.0,A+
647,82,96,90,92,86,500,446,89.2,A+
648,84,85,98,98,97,500,462,92.4,A+
649,96,81,92,96,94,500,459,91.8,A+
650,83,98,82,96,81,500,440,88.0,A+
651,98,82,87,99,98,500,464,92.80000000000001,A+
652,80,90,90,90,96,500,446,89.2,A+
653,98,81,88,92,90,500,449,89.8,A+
654,91,96,83,80,82,500,432,86.4,A+
655,90,92,93,93,91,500,459,91.8,A+
656,88,87,81,95,94,500,445,89.0,A+
657,81,95,96,84,94,500,450,90.0,A+
658,92,88,84,83,96,500,443,88.6,A+
659,91,86,86,99,91,500,453,90.60000000000001,A+
660,82,99,88,92,84,500,445,89.0,A+
661,84,94,93,93,92,500,456,91.2,A+
662,83,95,92,89,91,500,450,90.0,A+
663,89,82,83,82,96,500,432,86.4,A+
664,86,93,83,90,97,500,449,89.8,A+
665,82,99,92,87,88,500,448,89.60000000000001,A+
666,91,86,92,99,90,500,458,91.60000000000001,A+
667,83,87,96,85,85,500,436,87.2,A+
668,86,99,83,97,82,500,447,89.4,A+
669,83,96,83,88,89,500,439,87.8,A+
670,94,81,87,83,85,500,430,86.0,A+
671,84,80,89,94,81,500,428,85.6,A+
672,86,98,99,90,84,500,457,91.4,A+
673,85,89,81,97,88,500,440,88.0,A+
674,84,97,82,85,95,500,443,88.6,A+
675,81,94,87,84,81,500,427,85.39999999999999,A+
676,86,97,82,84,87,500,436,87.2,A+
677,96,85,88,84,94,500,447,89.4,A+
678,92,81,93,83,96,500,445,89.0,A+
679,92,94,99,96,83,500,464,92.80000000000001,A+
680,99,85,97,85,82,500,448,89.60000000000001,A+
681,89,98,83,89,85,500,444,88.8,A+
682,82,85,84,83,94,500,428,85.6,A+
683,95,83,84,90,98,500,450,90.0,A+
684,93,80,98,93,85,500,449,89.8,A+
685,87,83,85,92,86,500,433,86.6,A+
686,86,81,83,82,97,500,429,85.8,A+
687,94,87,91,84,82,500,438,87.6,A+
688,89,96,95,95,95,500,470,94.0,A+
689,87,87,86,94,99,500,453,90.60000000000001,A+
690,99,89,99,98,93,500,478,95.6,A+
691,90,81,95,97,93,500,456,91.2,A+
692,82,82,99,99,97,500,459,91.8,A+
693,96,88,85,94,88,500,451,90.2,A+
694,82,87,82,99,91,500,441,88.2,A+
695,97,82,97,90,80,500,446,89.2,A+
696,98,84,90,97,82,500,451,90.2,A+
697,86,98,82,98,97,500,461,92.2,A+
698,99,92,86,88,81,500,446,89.2,A+
699,80,90,94,90,82,500,436,87.2,A+
700,95,91,84,91,85,500,446,89.2,A+
701,96,95,95,99,81,500,466,93.2,A+
702,99,86,90,87,98,500,460,92.0,A+
703,87,88,99,80,93,500,447,89.4,A+
704,93,96,86,89,98,500,462,92.4,A+
705,87,85,81,80,86,500,419,83.8,A+
706,82,91,87,99,92,500,451,90.2,A+
707,94,85,99,83,93,500,454,90.8,A+
708,96,85,88,83,89,500,441,88.2,A+
709,97,80,89,84,92,500,442,88.4,A+
710,92,99,94,98,86,500,469,93.8,A+
711,89,90,89,86,88,500,442,88.4,A+
712,90,85,97,84,90,500,446,89.2,A+
713,84,87,85,84,86,500,426,85.2,A+
714,90,89,92,82,85,500,438,87.6,A+
715,81,99,80,88,92,500,440,88.0,A+
716,98,93,93,80,94,500,458,91.60000000000001,A+
717,87,80,82,95,83,500,427,85.39999999999999,A+
718,86,85,86,85,88,500,430,86.0,A+
719,98,83,88,99,90,500,458,91.60000000000001,A+
720,86,92,83,81,84,500,426,85.2,A+
721,92,82,94,87,96,500,451,90.2,A+
722,95,97,83,99,80,500,454,90.8,A+
723,83,80,87,94,84,500,428,85.6,A+
724,95,96,81,93,94,500,459,91.8,A+
725,83,84,84,93,99,500,443,88.6,A+
726,89,91,87,91,94,500,452,90.4,A+
727,97,94,89,91,84,500,455,91.0,A+
728,96,98,98,97,97,500,486,97.2,A+
729,98,99,92,96,93,500,478,95.6,A+
730,87,89,83,95,93,500,447,89.4,A+
731,83,88,80,84,90,500,425,85.0,A+
732,99,88,94,99,91,500,471,94.19999999999999,A+
733,93,80,84,95,97,500,449,89.8,A+
734,93,85,91,98,86,500,453,90.60000000000001,A+
735,97,81,87,81,88,500,434,86.8,A+
736,80,85,97,88,81,500,431,86.2,A+
737,82,89,83,99,88,500,441,88.2,A+
738,81,81,97,84,86,500,429,85.8,A+
739,81,98,98,87,86,500,450,90.0,A+
740,99,93,99,80,85,500,456,91.2,A+
741,99,80,90,88,92,500,449,89.8,A+
742,91,86,87,90,84,500,438,87.6,A+
743,88,93,95,89,88,500,453,90.60000000000001,A+
744,97,90,88,92,90,500,457,91.4,A+
745,86,88,87,89,82,500,432,86.4,A+
746,95,95,90,90,81,500,451,90.2,A+
747,83,96,94,99,82,500,454,90.8,A+
748,98,94,91,98,80,500,461,92.2,A+
749,99,93,80,90,94,500,456,91.2,A+
750,85,87,99,98,92,500,461,92.2,A+
751,87,87,93,99,96,500,462,92.4,A+
752,93,88,98,90,96,500,465,93.0,A+
753,97,89,99,97,84,500,466,93.2,A+
754,98,92,86,88,85,500,449,89.8,A+
755,99,98,84,97,80,500,458,91.60000000000001,A+
756,83,91,80,95,88,500,437,87.4,A+
757,89,86,92,93,91,500,451,90.2,A+
758,98,97,82,84,99,500,460,92.0,A+
759,85,80,82,82,88,500,417,83.39999999999999,A+
760,94,97,96,84,98,500,469,93.8,A+
761,97,84,98,82,80,500,441,88.2,A+
762,88,86,94,80,96,500,444,88.8,A+
763,81,96,85,98,86,500,446,89.2,A+
764,87,86,87,91,91,500,442,88.4,A+
765,80,87,96,86,92,500,441,88.2,A+
766,91,92,89,86,86,500,444,88.8,A+
767,81,97,83,99,88,500,448,89.60000000000001,A+
768,90,89,94,97,97,500,467,93.4,A+
769,84,88,89,96,87,500,444,88.8,A+
770,87,93,97,93,85,500,455,91.0,A+
771,95,90,90,96,80,500,451,90.2,A+
772,83,84,92,97,96,500,452,90.4,A+
773,91,95,98,92,80,500,456,91.2,A+
774,80,84,92,84,83,500,423,84.6,A+
775,94,82,94,97,80,500,447,89.4,A+
776,91,97,91,95,89,500,463,92.60000000000001,A+
777,86,83,89,88,92,500,438,87.6,A+
778,90,87,84,82,86,500,429,85.8,A+
779,91,92,87,91,96,500,457,91.4,A+
780,83,93,98,83,82,500,439,87.8,A+
781,83,86,99,98,96,500,462,92.4,A+
782,98,99,83,97,91,500,468,93.60000000000001,A+
783,94,94,98,82,85,500,453,90.60000000000001,A+
784,93,87,91,87,94,500,452,90.4,A+
785,99,92,99,84,95,500,469,93.8,A+
786,94,97,92,80,82,500,445,89.0,A+
787,99,97,90,87,87,500,460,92.0,A+
788,83,89,85,89,82,500,428,85.6,A+
789,91,96,84,82,91,500,444,88.8,A+
790,92,88,96,85,80,500,441,88.2,A+
791,92,98,82,91,85,500,448,89.60000000000001,A+
792,97,98,87,86,87,500,455,91.0,A+
793,85,89,98,99,83,500,454,90.8,A+
794,93,94,83,95,98,500,463,92.60000000000001,A+
795,87,83,82,90,91,500,433,86.6,A+
796,92,93,94,86,84,500,449,89.8,A+
797,94,94,94,90,94,500,466,93.2,A+
798,84,86,83,82,90,500,425,85.0,A+
799,88,87,92,88,80,500,435,87.0,A+
800,83,86,84,97,96,500,446,89.2,A+
801,87,92,82,89,93,500,443,88.6,A+
802,96,97,83,97,83,500,456,91.2,A+
803,82,88,85,93,98,500,446,89.2,A+
804,83,95,83,80,86,500,427,85.39999999999999,A+
805,82,88,95,93,80,500,438,87.6,A+
806,96,87,84,87,98,500,452,90.4,A+
807,95,88,83,94,86,500,446,89.2,A+
808,95,97,90,86,80,500,448,89.60000000000001,A+
809,89,80,80,99,85,500,433,86.6,A+
810,92,98,91,80,87,500,448,89.60000000000001,A+
811,99,88,85,86,97,500,455,91.0,A+
812,90,80,96,99,96,500,461,92.2,A+
813,93,85,94,92,82,500,446,89.2,A+
814,89,83,89,98,99,500,458,91.60000000000001,A+
815,82,86,94,91,92,500,445,89.0,A+
816,99,89,92,89,81,500,450,90.0,A+
817,83,90,86,88,86,500,433,86.6,A+
818,88,90,85,92,91,500,446,89.2,A+
819,85,95,85,94,95,500,454,90.8,A+
820,80,92,85,87,92,500,436,87.2,A+
821,80,90,81,85,88,500,424,84.8,A+
822,89,97,84,85,99,500,454,90.8,A+
823,92,90,82,84,88,500,436,87.2,A+
824,97,94,90,82,93,500,456,91.2,A+
825,95,83,93,95,80,500,446,89.2,A+
826,83,89,87,96,85,500,440,88.0,A+
827,99,88,86,83,84,500,440,88.0,A+
828,96,87,95,84,97,500,459,91.8,A+
829,93,85,92,93,86,500,449,89.8,A+
830,88,91,83,88,94,500,444,88.8,A+
831,87,89,92,87,84,500,439,87.8,A+
832,82,90,83,91,95,500,441,88.2,A+
833,84,99,80,87,87,500,437,87.4,A+
834,83,81,95,97,93,500,449,89.8,A+
835,81,90,84,94,93,500,442,88.4,A+
836,81,89,90,83,88,500,431,86.2,A+
837,88,93,90,90,99,500,460,92.0,A+
838,97,84,83,83,93,500,440,88.0,A+
839,97,95,97,91,93,500,473,94.6,A+
840,83,81,90,84,83,500,421,84.2,A+
841,98,80,88,81,91,500,438,87.6,A+
842,98,94,89,99,83,500,463,92.60000000000001,A+
843,90,83,99,85,88,500,445,89.0,A+
844,83,81,95,99,86,500,444,88.8,A+
845,88,86,96,90,87,500,447,89.4,A+
846,90,81,90,98,93,500,452,90.4,A+
847,98,99,97,97,85,500,476,95.19999999999999,A+
848,92,90,94,81,84,500,441,88.2,A+
849,86,89,98,90,80,500,443,88.6,A+
850,85,96,81,86,96,500,444,88.8,A+
851,82,94,90,91,87,500,444,88.8,A+
852,91,97,89,88,89,500,454,90.8,A+
853,85,95,86,91,94,500,451,90.2,A+
854,92,95,94,96,85,500,462,92.4,A+
855,94,83,89,84,90,500,440,88.0,A+
856,97,99,84,90,86,500,456,91.2,A+
857,83,86,95,86,97,500,447,89.4,A+
858,83,87,84,80,90,500,424,84.8,A+
859,89,82,98,91,98,500,458,91.60000000000001,A+
860,83,86,91,84,95,500,439,87.8,A+
861,83,81,94,86,95,500,439,87.8,A+
862,92,87,90,80,99,500,448,89.60000000000001,A+
863,96,94,80,84,93,500,447,89.4,A+
864,87,97,84,87,86,500,441,88.2,A+
865,97,95,97,98,90,500,477,95.39999999999999,A+
866,89,96,90,94,97,500,466,93.2,A+
867,99,83,99,97,93,500,471,94.19999999999999,A+
868,86,83,81,89,90,500,429,85.8,A+
869,97,84,95,99,93,500,468,93.60000000000001,A+
870,98,83,82,95,91,500,449,89.8,A+
871,91,91,89,81,95,500,447,89.4,A+
872,80,98,96,94,86,500,454,90.8,A+
873,81,81,95,89,80,500,426,85.2,A+
874,96,97,97,87,83,500,460,92.0,A+
875,85,81,89,92,81,500,428,85.6,A+
876,80,86,91,98,89,500,444,88.8,A+
877,82,91,85,97,95,500,450,90.0,A+
878,91,83,91,99,96,500,460,92.0,A+
879,93,84,88,87,86,500,438,87.6,A+
880,97,97,81,92,86,500,453,90.60000000000001,A+
881,84,91,97,83,92,500,447,89.4,A+
882,85,93,96,83,95,500,452,90.4,A+
883,89,83,83,98,81,500,434,86.8,A+
884,94,85,92,88,83,500,442,88.4,A+
885,86,86,97,99,81,500,449,89.8,A+
886,97,84,83,83,95,500,442,88.4,A+
887,80,93,80,98,81,500,432,86.4,A+
888,95,88,83,96,99,500,461,92.2,A+
889,87,80,80,98,83,500,428,85.6,A+
890,99,93,85,82,89,500,448,89.60000000000001,A+
891,88,85,95,97,81,500,446,89.2,A+
892,91,92,86,99,97,500,465,93.0,A+
893,88,86,99,96,85,500,454,90.8,A+
894,97,87,84,98,86,500,452,90.4,A+
895,88,90,90,84,97,500,449,89.8,A+
896,82,90,93,99,95,500,459,91.8,A+
897,84,82,98,92,89,500,445,89.0,A+
898,94,98,80,96,89,500,457,91.4,A+
899,92,89,92,81,95,500,449,89.8,A+
900,85,84,81,90,80,500,420,84.0,A+
901,95,89,93,80,81,500,438,87.6,A+
902,83,80,98,98,86,500,445,89.0,A+
903,86,91,95,97,91,500,460,92.0,A+
904,96,83,88,87,92,500,446,89.2,A+
905,98,89,81,90,81,500,439,87.8,A+
906,83,89,90,96,87,500,445,89.0,A+
907,87,86,80,83,84,500,420,84.0,A+
908,93,99,89,91,92,500,464,92.80000000000001,A+
909,95,89,87,86,87,500,444,88.8,A+
910,85,95,85,81,98,500,444,88.8,A+
911,90,81,94,89,94,500,448,89.60000000000001,A+
912,87,83,86,82,95,500,433,86.6,A+
913,92,98,97,80,82,500,449,89.8,A+
914,97,87,85,98,96,500,463,92.60000000000001,A+
915,99,81,93,80,86,500,439,87.8,A+
916,84,80,92,91,93,500,440,88.0,A+
917,85,81,97,85,97,500,445,89.0,A+
918,87,84,94,99,84,500,448,89.60000000000001,A+
919,88,87,87,99,91,500,452,90.4,A+
920,86,80,81,92,95,500,434,86.8,A+
921,82,95,87,83,92,500,439,87.8,A+
922,83,91,89,80,90,500,433,86.6,A+
923,93,91,93,95,85,500,457,91.4,A+
924,81,86,84,91,80,500,422,84.39999999999999,A+
925,91,98,92,98,95,500,474,94.8,A+
926,86,92,81,98,80,500,437,87.4,A+
927,81,89,84,87,83,500,424,84.8,A+
928,85,85,90,84,95,500,439,87.8,A+
929,96,80,97,80,93,500,446,89.2,A+
930,95,87,92,87,81,500,442,88.4,A+
931,80,92,95,83,80,500,430,86.0,A+
932,97,83,89,92,82,500,443,88.6,A+
933,91,97,98,85,97,500,468,93.60000000000001,A+
934,98,80,83,98,80,500,439,87.8,A+
935,80,82,81,84,92,500,419,83.8,A+
936,88,96,97,90,81,500,452,90.4,A+
937,97,87,81,81,97,500,443,88.6,A+
938,81,95,88,89,81,500,434,86.8,A+
939,95,86,83,93,82,500,439,87.8,A+
940,80,91,84,91,96,500,442,88.4,A+
941,92,85,82,80,99,500,438,87.6,A+
942,91,94,90,89,81,500,445,89.0,A+
943,99,88,84,87,93,500,451,90.2,A+
944,84,93,83,83,92,500,435,87.0,A+
945,86,84,94,87,88,500,439,87.8,A+
946,93,81,92,91,83,500,440,88.0,A+
947,80,92,89,80,94,500,435,87.0,A+
948,81,93,98,90,88,500,450,90.0,A+
949,88,98,85,83,85,500,439,87.8,A+
950,91,86,91,98,88,500,454,90.8,A+
951,94,81,80,91,97,500,443,88.6,A+
952,95,87,84,89,83,500,438,87.6,A+
953,87,80,81,95,89,500,432,86.4,A+
954,87,89,99,85,83,500,443,88.6,A+
955,82,88,88,81,92,500,431,86.2,A+
956,96,93,95,85,87,500,456,91.2,A+
957,81,93,91,96,91,500,452,90.4,A+
958,84,88,83,90,85,500,430,86.0,A+
959,99,88,98,95,99,500,479,95.8,A+
960,97,95,93,86,89,500,460,92.0,A+
961,83,93,96,91,90,500,453,90.60000000000001,A+
962,80,98,92,86,88,500,444,88.8,A+
963,88,99,99,87,81,500,454,90.8,A+
964,97,80,97,87,95,500,456,91.2,A+
965,89,92,81,93,80,500,435,87.0,A+
966,98,97,99,94,92,500,480,96.0,A+
967,83,87,80,97,88,500,435,87.0,A+
968,82,94,86,93,99,500,454,90.8,A+
969,87,98,98,96,86,500,465,93.0,A+
970,99,98,99,92,88,500,476,95.19999999999999,A+
971,91,86,95,86,82,500,440,88.0,A+
972,85,97,99,99,95,500,475,95.0,A+
973,85,83,99,82,89,500,438,87.6,A+
974,91,98,96,83,93,500,461,92.2,A+
975,90,97,96,88,82,500,453,90.60000000000001,A+
976,95,95,81,87,96,500,454,90.8,A+
977,89,83,87,80,96,500,435,87.0,A+
978,91,80,84,96,89,500,440,88.0,A+
979,97,88,86,94,97,500,462,92.4,A+
980,94,90,96,85,94,500,459,91.8,A+
981,94,89,95,97,87,500,462,92.4,A+
982,92,87,94,81,86,500,440,88.0,A+
983,88,82,95,88,99,500,452,90.4,A+
984,92,94,87,99,84,500,456,91.2,A+
985,85,88,82,89,86,500,430,86.0,A+
986,84,90,94,80,90,500,438,87.6,A+
987,85,88,86,83,91,500,433,86.6,A+
988,93,90,82,89,90,500,444,88.8,A+
989,80,82,99,94,99,500,454,90.8,A+
990,89,90,90,98,97,500,464,92.80000000000001,A+
991,88,86,89,83,95,500,441,88.2,A+
992,89,84,84,89,93,500,439,87.8,A+
993,84,95,87,98,99,500,463,92.60000000000001,A+
994,97,99,95,81,90,500,462,92.4,A+
995,94,86,88,83,90,500,441,88.2,A+
996,80,87,90,85,84,500,426,85.2,A+
997,93,81,81,91,90,500,436,87.2,A+
998,88,91,96,83,85,500,443,88.6,A+
999,86,95,85,86,88,500,440,88.0,A+
1000,90,96,89,95,93,500,463,92.60000000000001,A+
1001,92,90,86,81,97,500,446,89.2,A+
1002,83,81,86,98,97,500,445,89.0,A+
1003,80,88,90,93,86,500,437,87.4,A+
1004,89,82,94,91,96,500,452,90.4,A+
1005,83,99,94,90,85,500,451,90.2,A+
1006,80,93,88,94,82,500,437,87.4,A+
1007,81,87,94,93,85,500,440,88.0,A+
1008,90,81,84,95,90,500,440,88.0,A+
1009,93,95,84,95,83,500,450,90.0,A+
1010,83,97,84,80,91,500,435,87.0,A+
1011,98,95,98,99,89,500,479,95.8,A+
1012,85,81,91,85,93,500,435,87.0,A+
1013,89,96,98,91,95,500,469,93.8,A+
1014,97,85,95,88,83,500,448,89.60000000000001,A+
1015,99,86,81,86,95,500,447,89.4,A+
1016,83,84,87,89,86,500,429,85.8,A+
1017,89,80,88,85,87,500,429,85.8,A+
1018,88,92,87,86,84,500,437,87.4,A+
1019,97,98,89,84,87,500,455,91.0,A+
1020,99,94,93,92,96,500,474,94.8,A+
1021,93,87,97,85,82,500,444,88.8,A+
1022,95,98,94,83,91,500,461,92.2,A+
1023,91,89,82,86,83,500,431,86.2,A+
1024,87,89,96,89,93,500,454,90.8,A+
1025,89,80,85,82,99,500,435,87.0,A+
1026,89,88,92,94,88,500,451,90.2,A+
1027,93,93,81,92,93,500,452,90.4,A+
1028,83,88,93,93,83,500,440,88.0,A+
1029,80,91,83,97,92,500,443,88.6,A+
1030,91,93,98,85,94,500,461,92.2,A+
1031,82,91,88,84,91,500,436,87.2,A+
1032,95,94,90,91,90,500,460,92.0,A+
1033,93,88,98,92,81,500,452,90.4,A+
1034,95,99,88,94,81,500,457,91.4,A+
1035,89,95,89,85,87,500,445,89.0,A+
1036,93,97,84,90,88,500,452,90.4,A+
1037,80,91,99,90,95,500,455,91.0,A+
1038,80,89,98,87,81,500,435,87.0,A+
1039,80,87,89,94,92,500,442,88.4,A+
1040,93,96,84,83,86,500,442,88.4,A+
1041,99,86,86,94,83,500,448,89.60000000000001,A+
1042,88,89,93,93,84,500,447,89.4,A+
1043,92,84,82,90,97,500,445,89.0,A+
1044,92,95,82,96,98,500,463,92.60000000000001,A+
1045,86,92,89,95,83,500,445,89.0,A+
1046,87,90,95,97,95,500,464,92.80000000000001,A+
1047,88,80,93,97,85,500,443,88.6,A+
1048,97,90,95,98,88,500,468,93.60000000000001,A+
1049,80,87,82,86,93,500,428,85.6,A+
1050,90,82,88,82,82,500,424,84.8,A+
1051,89,90,92,93,91,500,455,91.0,A+
1052,93,98,99,87,92,500,469,93.8,A+
1053,80,98,91,96,84,500,449,89.8,A+
1054,81,88,86,92,81,500,428,85.6,A+
1055,80,92,97,96,87,500,452,90.4,A+
1056,96,87,85,99,90,500,457,91.4,A+
1057,87,99,92,97,86,500,461,92.2,A+
1058,88,97,90,80,87,500,442,88.4,A+
1059,83,98,86,86,93,500,446,89.2,A+
1060,81,96,94,88,80,500,439,87.8,A+
1061,94,87,96,91,98,500,466,93.2,A+
1062,84,96,84,85,85,500,434,86.8,A+
1063,99,93,97,94,85,500,468,93.60000000000001,A+
1064,94,81,89,82,95,500,441,88.2,A+
1065,86,96,91,98,96,500,467,93.4,A+
1066,88,97,87,92,88,500,452,90.4,A+
1067,86,83,92,92,93,500,446,89.2,A+
1068,91,82,86,83,92,500,434,86.8,A+
1069,80,92,86,87,84,500,429,85.8,A+
1070,83,94,98,96,85,500,456,91.2,A+
1071,89,99,91,88,93,500,460,92.0,A+
1072,90,84,97,88,80,500,439,87.8,A+
1073,89,82,89,86,94,500,440,88.0,A+
1074,90,80,97,91,92,500,450,90.0,A+
1075,90,89,98,91,86,500,454,90.8,A+
1076,93,85,88,90,80,500,436,87.2,A+
1077,97,86,85,93,84,500,445,89.0,A+
1078,95,80,85,95,91,500,446,89.2,A+
1079,98,80,85,91,93,500,447,89.4,A+
1080,99,98,95,89,94,500,475,95.0,A+
1081,85,97,83,97,82,500,444,88.8,A+
1082,91,84,80,81,83,500,419,83.8,A+
1083,90,83,85,98,93,500,449,89.8,A+
1084,96,99,86,98,88,500,467,93.4,A+
1085,80,97,94,90,93,500,454,90.8,A+
1086,90,91,92,81,97,500,451,90.2,A+
1087,83,93,89,82,90,500,437,87.4,A+
1088,80,83,80,88,95,500,426,85.2,A+
1089,95,83,95,81,82,500,436,87.2,A+
1090,89,87,84,81,90,500,431,86.2,A+
1091,84,90,93,98,99,500,464,92.80000000000001,A+
1092,84,82,86,91,82,500,425,85.0,A+
1093,98,92,88,96,93,500,467,93.4,A+
1094,95,96,95,99,82,500,467,93.4,A+
1095,91,99,95,86,85,500,456,91.2,A+
1096,91,96,83,84,97,500,451,90.2,A+
1097,96,85,98,95,98,500,472,94.39999999999999,A+
1098,97,98,83,86,99,500,463,92.60000000000001,A+
1099,94,97,93,87,97,500,468,93.60000000000001,A+
1100,94,84,93,81,88,500,440,88.0,A+
1101,85,95,89,91,96,500,456,91.2,A+
1102,90,90,90,94,88,500,452,90.4,A+
1103,97,88,91,87,94,500,457,91.4,A+
1104,83,88,89,84,83,500,427,85.39999999999999,A+
1105,95,89,87,90,83,500,444,88.8,A+
1106,87,82,94,86,89,500,438,87.6,A+
1107,95,85,97,90,84,500,451,90.2,A+
1108,99,84,90,95,91,500,459,91.8,A+
1109,99,85,93,89,80,500,446,89.2,A+
1110,99,80,81,99,95,500,454,90.8,A+
1111,85,93,87,80,82,500,427,85.39999999999999,A+
1112,81,96,81,84,88,500,430,86.0,A+
1113,94,99,84,87,93,500,457,91.4,A+
1114,89,83,93,96,84,500,445,89.0,A+
1115,81,96,86,98,83,500,444,88.8,A+
1116,99,88,89,84,91,500,451,90.2,A+
1117,91,81,87,89,95,500,443,88.6,A+
1118,90,88,95,83,98,500,454,90.8,A+
1119,93,81,80,85,99,500,438,87.6,A+
1120,81,96,95,95,99,500,466,93.2,A+
1121,80,87,81,88,89,500,425,85.0,A+
1122,82,96,81,93,91,500,443,88.6,A+
1123,99,85,99,84,95,500,462,92.4,A+
1124,91,92,91,96,97,500,467,93.4,A+
1125,86,84,96,90,83,500,439,87.8,A+
1126,85,95,97,88,87,500,452,90.4,A+
1127,84,89,89,80,93,500,435,87.0,A+
1128,90,81,89,80,92,500,432,86.4,A+
1129,80,95,88,80,95,500,438,87.6,A+
1130,95,94,98,99,99,500,485,97.0,A+
1131,84,99,93,83,80,500,439,87.8,A+
1132,89,96,82,95,87,500,449,89.8,A+
1133,92,86,95,91,88,500,452,90.4,A+
1134,82,92,82,85,90,500,431,86.2,A+
1135,88,99,80,85,91,500,443,88.6,A+
1136,91,84,94,92,98,500,459,91.8,A+
1137,88,88,92,94,83,500,445,89.0,A+
1138,89,83,96,85,97,500,450,90.0,A+
1139,88,88,93,89,98,500,456,91.2,A+
1140,90,88,88,82,95,500,443,88.6,A+
1141,80,91,96,98,91,500,456,91.2,A+
1142,86,83,91,81,98,500,439,87.8,A+
1143,96,93,99,88,87,500,463,92.60000000000001,A+
1144,91,88,90,84,87,500,440,88.0,A+
1145,89,80,83,87,81,500,420,84.0,A+
1146,98,98,86,92,97,500,471,94.19999999999999,A+
1147,88,80,85,84,91,500,428,85.6,A+
1148,84,95,81,96,83,500,439,87.8,A+
1149,84,91,93,80,94,500,442,88.4,A+
1150,90,85,90,82,97,500,444,88.8,A+
1151,82,87,80,85,95,500,429,85.8,A+
1152,80,96,84,85,96,500,441,88.2,A+
1153,97,91,84,92,87,500,451,90.2,A+
1154,96,93,89,97,83,500,458,91.60000000000001,A+
1155,97,99,96,87,91,500,470,94.0,A+
1156,98,90,84,89,91,500,452,90.4,A+
1157,86,94,96,85,90,500,451,90.2,A+
1158,91,88,92,85,80,500,436,87.2,A+
1159,89,85,94,89,95,500,452,90.4,A+
1160,81,85,88,97,81,500,432,86.4,A+
1161,81,93,98,91,96,500,459,91.8,A+
1162,87,93,82,96,82,500,440,88.0,A+
1163,81,86,91,97,85,500,440,88.0,A+
1164,98,89,94,89,83,500,453,90.60000000000001,A+
1165,81,93,90,83,96,500,443,88.6,A+
1166,98,90,88,89,99,500,464,92.80000000000001,A+
1167,88,81,95,91,88,500,443,88.6,A+
1168,92,88,94,83,94,500,451,90.2,A+
1169,82,98,81,97,86,500,444,88.8,A+
1170,88,96,93,90,98,500,465,93.0,A+
1171,81,95,96,89,88,500,449,89.8,A+
1172,93,86,96,90,90,500,455,91.0,A+
1173,97,99,86,99,86,500,467,93.4,A+
1174,94,84,99,90,90,500,457,91.4,A+
1175,99,98,85,89,82,500,453,90.60000000000001,A+
1176,84,87,98,80,83,500,432,86.4,A+
